date,close,trend,choch,fib_confluence,fib_strength,hammer,inv_hammer,bull_engulf,morning_star,bull_harami,three_white,bull_breakout,bear_engulf,shooting_star,evening_star,bear_harami,three_black,bear_breakdown,atr,rsi,volume_ratio,actual,predicted,probability
2015-03-26,65.59,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.2088408644787034,42.52385295763049,0.7534763903102191,0,1,0.76583105
2013-08-29,28.41,0,0,0,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6644492877732582,48.22546745539267,0.4414244031392977,0,1,0.7658305
2014-08-12,46.63,-1,0,1,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6800629112643387,47.51822447407538,0.6237266201519764,0,1,0.7658258
2017-04-03,123.83,-1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,3.671425147083183,50.494385255520044,0.8491100912303967,0,1,0.76582414
2013-10-01,72.11,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0715095141754964,46.32079609011039,0.9969127483907637,0,1,0.7658216
2015-07-29,126.92,-1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5372091278498874,38.33337100815757,0.8605618984007988,0,1,0.76581836
2015-08-14,121.02,-1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1778651549233667,48.818954083980735,0.608355402638502,0,1,0.7658011
2016-02-18,121.58,1,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0201672632125605,45.45750825597359,0.7174137332514509,0,1,0.765801
2014-07-21,227.66,-1,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,4.867235917549061,56.15680271451107,0.7752768920757355,0,1,0.76578623
2015-10-21,73.56,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5905413197144935,46.137469014703306,0.7663311350778625,0,1,0.7657843
2017-08-02,33.42,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2781591073736416,31.351536238602705,0.7751188534268233,0,1,0.76578414
2013-12-20,82.88,-1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3148682567531618,65.01356463587265,1.5063806737348513,0,1,0.765774
2018-01-26,182.25,0,0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.738646363545725,60.25297023620582,0.6320957101434815,0,1,0.76577
2017-08-21,47.53,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7023432874740289,38.66775031600251,1.015448284352369,0,1,0.7657675
2017-01-30,27.8,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7503743582530554,28.337985348906585,0.635592076159319,0,1,0.7657601
2015-02-03,81.25,0,0,0,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,1.955474989906966,46.36120247438089,0.9261398590870272,0,1,0.76575994
2014-02-19,56.67,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.4347248007987794,42.31453179394968,1.0387880440199004,0,1,0.76575494
2015-08-14,82.5,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1568818260958804,49.26371359899057,0.46070418540996505,0,1,0.76575446
2014-06-19,30.51,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4618822152014116,47.23710244223925,0.8685072900396738,0,1,0.76575166
2013-08-23,87.95,-1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6835455055599735,44.243226216924846,1.2418197125760375,0,1,0.7657508
2016-01-07,90.35,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.6401983157620976,39.3423425094814,1.7230143971950476,0,1,0.76574975
2017-07-05,193.92,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3354143424671143,71.35381498421808,0.9170198101656584,0,1,0.7657478
2017-10-20,69.92,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.5105261404406267,41.138772533690805,0.8522945961965612,0,1,0.76573914
2018-01-17,171.38,-1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2123152986324754,56.026601284964805,1.110798375467103,0,1,0.7657325
2017-09-14,51.48,-1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8230856093427378,47.12530819853014,1.006099313519375,0,1,0.7657279
2018-01-19,218.28,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.635750087704216,45.016952091430404,0.8572738090049093,0,1,0.7657165
2014-04-09,39.29,0,0,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9437889803467184,53.876218735245864,0.6653882147331082,0,1,0.76571494
2015-03-18,120.31,-1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.1390293656625494,50.491495024513036,1.4299269810288462,0,1,0.76571494
2014-04-30,82.13,-1,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6210837293000633,56.661704853582556,0.8058346919806793,0,1,0.7657084
2016-05-06,76.61,-1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1228267161839562,48.5855521781208,0.9482705315537431,0,1,0.76569784
2014-05-29,25.395,-1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7584259950381131,57.095008102026426,1.23577586543631,0,1,0.76568925
2014-09-16,44.69,-1,0,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6961942692926606,51.101383951306616,1.1253228905640194,0,1,0.76568836
2014-08-08,59.53,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5282660587638166,54.300727721478125,0.8799736903875772,0,1,0.7656881
2014-08-14,161.93,-1,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,2.041831081277221,56.6114007129333,0.4964335709941563,0,1,0.7656872
2013-07-05,60.95,0,0,1,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,1.035653010708859,41.28244047254144,0.786173359002065,0,1,0.7656792
2016-08-10,32.72,0,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5367750510225667,60.167961744796585,0.7685154854423295,0,1,0.76566803
2013-08-19,79.63,0,0,0,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,1.145325439305346,39.454167523198606,0.9201841519109415,0,1,0.7656619
2017-07-31,83.75,-1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0978435731075928,59.28160895981206,2.0067253360945934,0,1,0.76566124
2016-04-25,81.36,-1,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6486662458835701,54.56902433584145,0.8992581560423661,0,1,0.76565725
2015-02-23,98.69,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.419099024444757,61.96942746919893,0.4151365024842827,0,1,0.76565295
2015-05-15,86.52,0,0,0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1.538493447363603,47.18005240115713,1.1935270406962861,0,1,0.76564807
2017-12-12,117.95,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4254160457723084,61.25500176753,0.7393480828501395,0,1,0.7656428
2014-06-25,61.04,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8232083810911414,53.059876544908825,1.1285393614885932,0,1,0.765633
2014-10-02,35.01,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6078827614350083,27.007129285668896,1.4351093345190926,0,1,0.7656319
2013-07-29,68.39,1,0,0,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,1.4537857758686832,41.50951680140431,0.9810215800150323,0,1,0.7656314
2017-06-02,47.75,-1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7483097842486234,54.42827166973691,0.7925383223853419,0,1,0.76562446
2016-01-15,37.44,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1050879699074183,28.585656663324684,1.2530762073149855,0,1,0.7656241
2015-05-21,38.08,-1,0,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7779467132228545,40.16389051805282,1.0041641748004815,0,1,0.76562047
2015-03-18,34.12,0,0,0,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0.613520451356233,47.442826878552,1.0490973645434132,0,1,0.7656145
